species,genus,binom,family,order,class
sanctaecrucis,Anisodactylus,Anisodactylus sanctaecrucis,Carabidae,Coleoptera,Insecta
comma,Stenolophus,Stenolophus comma,Carabidae,Coleoptera,Insecta
frontalis,Minotetrastichus,Minotetrastichus frontalis,Eulophidae,Hymenoptera,Insecta
trifasciatus,Closterocerus,Closterocerus trifasciatus,Eulophidae,Hymenoptera,Insecta
agraules,Pnigalio,Pnigalio agraules,Eulophidae,Hymenoptera,Insecta
occidentale,Anacardium,Anacardium occidentale,Anacardiaceae,Sapindales,Magnoliopsida
pernicialis,Helopeltis,Helopeltis pernicialis,Miridae,Hemiptera,Insecta
jocosatrix,Penicillaria,Penicillaria jocosatrix,Noctuidae,Lepidoptera,Insecta
lutescens,Amblypelta,Amblypelta lutescens,Coreidae,Hemiptera,Insecta
spp.,Chrysomelidae,Chrysomelidae spp.,Chrysomelidae,Coleoptera,Insecta
spp.,Curculionidae,Curculionidae spp.,Curculionidae,Coleoptera,Insecta
postica,Hypera,Hypera postica,Curculionidae,Coleoptera,NA
anurus,Bathyplectes,Bathyplectes anurus,Ichneumonidae,Hymenoptera,Insecta
phytonomi,Zoophthora,Zoophthora phytonomi,Entomophthoraceae,Entomophthorales,Zygomycetes
kondoi,acyrthosiphon,acyrthosiphon kondoi,Aphididae,Hemiptera,Insecta
trifolii,Therioaphis,Therioaphis trifolii,Aphididae,Hemiptera,Insecta
spp.,Micromus,Micromus spp.,Hemerobiidae,Neuroptera,Insecta
viburni,Pseudococcus,Pseudococcus viburni,Pseudococcidae,Hemiptera,Insecta
maritimus,Pseudococcus,Pseudococcus maritimus,Pseudococcidae,Hemiptera,Insecta
flavidulus,Pseudaphycus,Pseudaphycus flavidulus,Encyrtidae,Hymenoptera,Insecta
epona,Leptomastix,Leptomastix epona,Encyrtidae,Hymenoptera,Insecta
montrouzieri,Cryptolaemus,Cryptolaemus montrouzieri,Coccinellidae,Coleoptera,Insecta
illinoinensis,Carya,Carya illinoinensis,Juglandaceae,Fagales,Magnoliopsida
convergens,Hippodamia,Hippodamia convergens,Coccinellidae,Coleoptera,Insecta
caryella,Monellia,Monellia caryella,Aphididae,Hemiptera,Insecta
pecanis,Monelliopsis,Monelliopsis pecanis,Aphididae,Hemiptera,Insecta
hirsuta,Indigofera,Indigofera hirsuta,Fabaceae,Fabales,Magnoliopsida
caryaefoliae,Monellia,Monellia caryaefoliae,Aphididae,Hemiptera,Insecta
vaporariorum,Trialeurodes,Trialeurodes vaporariorum,Aleyrodidae,Hemiptera,Insecta
albo-atrum,Verticillium,Verticillium albo-atrum,Plectosphaerellaceae,Glomerellales,Sordariomycetes
tularensis,Euseius,Euseius tularensis,Phytoseiidae,Acari,Arachnida
benefices,Anicetus,Anicetus benefices,Encyrtidae,Hymenoptera,Insecta
unshiu,Citrus,Citrus unshiu,Rutaceae,Sapindales,Magnoliopsida
tripuncta,Geomyza,Geomyza tripuncta,Opomyzidae,Diptera,Insecta
vastator,Oscinella,Oscinella vastator,Chloropidae,Diptera,Insecta
cerasi,Myzus,Myzus cerasi,Aphididae,Hemiptera,Insecta
bipunctata,Adalia,Adalia bipunctata,Coccinellidae,Coleoptera,Insecta
decempunctata,Adalia,Adalia decempunctata,Coccinellidae,Coleoptera,Insecta
apetzi,Scymnus,Scymnus apetzi,Coccinellidae,Coleoptera,Insecta
spp.,Chamaemyiidae,Chamaemyiidae spp.,Chamaemyiidae,Diptera,Insecta
cherimola,Annona,Annona cherimola,Annonaceae,Magnoliales,Magnoliopsida
adonidum,Pseudococcus,Pseudococcus adonidum,Pseudococcidae,Hemiptera,Insecta
spp.,Chilopoda,Chilopoda spp.,NA,NA,Chilopoda
spp.,Heterodera,Heterodera spp.,Heteroderidae,Tylenchida,Secernentea
dipsaci,Ditylenchus,Ditylenchus dipsaci,Anguinidae,Tylenchida,Tylenchoidea
persica,Prunus,Prunus persica,Rosaceae,Rosales,Magnoliopsida
caledonium,Glomus,Glomus caledonium,Glomeraceae,Glomerales,Glomeromycetes
strigosa,Avena,Avena strigosa,Poaceae,Poales,Liliopsida
officinalis,Zingiber,Zingiber officinalis,Zingiberaceae,Zingiberales,NA
truncatula,Medicago,Medicago truncatula,Fabaceae,Fabales,Magnoliopsida
dayscarpa,Vicia,Vicia dayscarpa,NA,NA,NA
martinii,Cymbopogon,Cymbopogon martinii,Poaceae,Poales,NA
spp.,Brassica,Brassica spp.,Brassicaceae,Brassicales,Magnoliopsida
spelta,T.aestivum,T.aestivum spelta,Poaceae,Poales,Liliopsida
radiata,Vigna,Vigna radiata,Fabaceae,Fabales,Magnoliopsida
rostrata,Sesbania,Sesbania rostrata,Fabaceae,Fabales,Magnoliopsida
sinicus,Astragalus,Astragalus sinicus,Fabaceae,Fabales,NA
spp,Lupinus,Lupinus spp,NA,NA,NA
hybrid,Azolla,Azolla hybrid,Salviniaceae,Salviniales,Polypodiopsida
leniusculus,Pacifasticus,Pacifasticus leniusculus,NA,NA,NA
helveticus,Lissotriton,Lissotriton helveticus,Salamandridae,Caudata,Amphibia
porrum,Allium,Allium porrum,Amaryllidaceae,Asparagales,NA
aculeata,Sesbania,Sesbania aculeata,Fabaceae,Fabales,Magnoliopsida
pyramidata,Filago,Filago pyramidata,Asteraceae,Asterales,Magnoliopsida
pilularis,Eucalyptus,Eucalyptus pilularis,Myrtaceae,Myrtales,NA
rigida,Cryptocarya,Cryptocarya rigida,Lauraceae,Laurales,NA
subcinereus,Alectryon,Alectryon subcinereus,Sapindaceae,Sapindales,NA
leisleri,Nyctalus,Nyctalus leisleri,Vespertilionidae,Chiroptera,NA
hipposideros,Rhinolophus,Rhinolophus hipposideros,Rhinolophidae,Chiroptera,NA
spp.,Myotis,Myotis spp.,Vespertilionidae,Chiroptera,NA
intermedius,Lasiurus,Lasiurus intermedius,Vespertilionidae,Chiroptera,NA
fuscus,Eptesicus,Eptesicus fuscus,Vespertilionidae,Chiroptera,NA
borealis,Lasiurus,Lasiurus borealis,Vespertilionidae,Chiroptera,NA
brasiliensis,Tadarida,Tadarida brasiliensis,Molossidae,Chiroptera,NA
subflavus,Perimyotis,Perimyotis subflavus,Vespertilionidae,Chiroptera,NA
humeralis,Nycticeius,Nycticeius humeralis,Vespertilionidae,Chiroptera,NA
austroriparius,Myotis,Myotis austroriparius,Vespertilionidae,Chiroptera,NA
seminolus,Lasiurus,Lasiurus seminolus,Vespertilionidae,Chiroptera,NA
cinereus,Lasiurus,Lasiurus cinereus,Vespertilionidae,Chiroptera,NA
noctula,Nyctalus,Nyctalus noctula,Vespertilionidae,Chiroptera,NA
dasycneme,Myotis,Myotis dasycneme,Vespertilionidae,Chiroptera,NA
nilssonii,Eptesicus,Eptesicus nilssonii,Vespertilionidae,Chiroptera,NA
noctivagans,Lasionycteris,Lasionycteris noctivagans,Vespertilionidae,Chiroptera,NA
evotis,Myotis,Myotis evotis,Vespertilionidae,Chiroptera,NA
bilineata,Saccopteryx,Saccopteryx bilineata,Emballonuridae,Chiroptera,NA
parnelli,Pteronotus,Pteronotus parnelli,Molossidae,Chiroptera,NA
nigricans,Myotis,Myotis nigricans,Vespertilionidae,Chiroptera,NA
rotundus,Desmodus,Desmodus rotundus,Phyllostomidae,Chiroptera,NA
minor,Choeroniscus,Choeroniscus minor,Phyllostomidae,Chiroptera,NA
soricina,Glossophaga,Glossophaga soricina,Phyllostomidae,Chiroptera,NA
sylvestris,Glyphonycteris,Glyphonycteris sylvestris,Phyllostomidae,Chiroptera,NA
brachyotis,Lampronycteris,Lampronycteris brachyotis,Phyllostomidae,Chiroptera,NA
hirsuta,Micronycteris,Micronycteris hirsuta,Phyllostomidae,Chiroptera,NA
megalotis,Micronycteris,Micronycteris megalotis,Phyllostomidae,Chiroptera,NA
crenulatum,Mimon,Mimon crenulatum,Phyllostomidae,Chiroptera,NA
stenops,Phylloderma,Phylloderma stenops,Phyllostomidae,Chiroptera,NA
discolor,Phyllostomus,Phyllostomus discolor,Phyllostomidae,Chiroptera,NA
saurophila,Tonatia,Tonatia saurophila,Phyllostomidae,Chiroptera,NA
cirrhosus,Trachops,Trachops cirrhosus,Phyllostomidae,Chiroptera,NA
nicefori,Trinycteris,Trinycteris nicefori,Phyllostomidae,Chiroptera,NA
perspicillata,Carollia,Carollia perspicillata,Phyllostomidae,NA,NA
centurio,Ametrida,Ametrida centurio,Phyllostomidae,Chiroptera,NA
lituratus,Artibeus,Artibeus lituratus,Phyllostomidae,Chiroptera,NA
trinitatum,Chiroderma,Chiroderma trinitatum,Phyllostomidae,Chiroptera,NA
villosum,Chiroderma,Chiroderma villosum,Phyllostomidae,Chiroptera,NA
macconnelli,Mesophylla,Mesophylla macconnelli,Phyllostomidae,Chiroptera,NA
helleri,Platyrrhinus,Platyrrhinus helleri,Phyllostomidae,Chiroptera,NA
lilium,Sturnira,Sturnira lilium,Phyllostomidae,Chiroptera,NA
tildae,Sturnira,Sturnira tildae,Phyllostomidae,Chiroptera,NA
bilobatum,Uroderma,Uroderma bilobatum,Phyllostomidae,Chiroptera,NA
jamaicensis,Artibeus,Artibeus jamaicensis,Phyllostomidae,Chiroptera,NA
leptura,Saccopteryx,Saccopteryx leptura,Emballonuridae,Chiroptera,NA
daviesi,Glyphonycteris,Glyphonycteris daviesi,Phyllostomidae,Chiroptera,NA
brasiliense,Lophostoma,Lophostoma brasiliense,Phyllostomidae,Chiroptera,NA
hastatus,Phyllostomus,Phyllostomus hastatus,Phyllostomidae,Chiroptera,NA
cinereus,Artibeus,Artibeus cinereus,Phyllostomidae,Chiroptera,NA
caraccioli,Vampyrodes,Vampyrodes caraccioli,Phyllostomidae,Chiroptera,NA
youngi,Diaemus,Diaemus youngi,Phyllostomidae,Chiroptera,NA
minuta,Micronycteris,Micronycteris minuta,Phyllostomidae,Chiroptera,NA
spectrum,Vampyrum,Vampyrum spectrum,Phyllostomidae,Chiroptera,NA
horrens,Furipterus,Furipterus horrens,Furipteridae,Chiroptera,NA
brasiliensis,Eptesicus,Eptesicus brasiliensis,Vespertilionidae,Chiroptera,NA
ferrumequinum,Rhinolophus,Rhinolophus ferrumequinum,Rhinolophidae,Chiroptera,NA
schreibersii,Miniopterus,Miniopterus schreibersii,Vespertilionidae,Chiroptera,NA
emarginatus,Myotis,Myotis emarginatus,Vespertilionidae,Chiroptera,NA
capaccinii,Myotis,Myotis capaccinii,Vespertilionidae,Chiroptera,NA
kuhlii,Pipistrellus,Pipistrellus kuhlii,Vespertilionidae,Chiroptera,NA
savii,Hypsugo,Hypsugo savii,Vespertilionidae,Chiroptera,NA
kolombatovici,Plecotus,Plecotus kolombatovici,Vespertilionidae,Chiroptera,NA
teniotis,Tadarida,Tadarida teniotis,Molossidae,Chiroptera,NA
plicata,Balantiopteryx,Balantiopteryx plicata,Emballonuridae,Chiroptera,NA
megalophylla,Mormoops,Mormoops megalophylla,Mormoopidae,Chiroptera,NA
davyi,Pteronotus,Pteronotus davyi,Molossidae,Chiroptera,NA
rufus,Molossus,Molossus rufus,Molossidae,Chiroptera,NA
elegans,Myotis,Myotis elegans,Vespertilionidae,Chiroptera,NA
keaysi,Myotis,Myotis keaysi,Vespertilionidae,Chiroptera,NA
godmani,Choeroniscus,Choeroniscus godmani,Phyllostomidae,Chiroptera,NA
thyone,Vampyressa,Vampyressa thyone,Phyllostomidae,Chiroptera,NA
ludovici,Sturnira,Sturnira ludovici,Phyllostomidae,Chiroptera,NA
intermedius,Artibeus,Artibeus intermedius,Phyllostomidae,Chiroptera,NA
geoffroyi,Anoura,Anoura geoffroyi,Phyllostomidae,Chiroptera,NA
phaeotis,Dermanura,Dermanura phaeotis,Phyllostomidae,Chiroptera,NA
magnirostrum,Uroderma,Uroderma magnirostrum,Phyllostomidae,Chiroptera,NA
sowelli,Carollia,Carollia sowelli,Phyllostomidae,NA,NA
microtis,Micronycteris,Micronycteris microtis,Phyllostomidae,Chiroptera,NA
personatus,Pteronotus,Pteronotus personatus,Molossidae,Chiroptera,NA
ecaudata,Diphylla,Diphylla ecaudata,Phyllostomidae,Chiroptera,NA
aurita,Lonchorhina,Lonchorhina aurita,Phyllostomidae,Chiroptera,NA
evotis,Lophostoma,Lophostoma evotis,Phyllostomidae,Chiroptera,NA
morenoi,Glossophaga,Glossophaga morenoi,Phyllostomidae,Chiroptera,NA
curasoae,Leptonycteris,Leptonycteris curasoae,Phyllostomidae,Chiroptera,NA
underwoodi,Hylonycteris,Hylonycteris underwoodi,Phyllostomidae,Chiroptera,NA
subrufa,Carollia,Carollia subrufa,Phyllostomidae,NA,NA
salvini,Chiroderma,Chiroderma salvini,Phyllostomidae,Chiroptera,NA
hartii,Enchisthenes,Enchisthenes hartii,Phyllostomidae,Chiroptera,NA
azteca,Dermanura,Dermanura azteca,Phyllostomidae,Chiroptera,NA
tolteca,Dermanura,Dermanura tolteca,Phyllostomidae,Chiroptera,NA
watsoni,Dermanura,Dermanura watsoni,Phyllostomidae,Chiroptera,NA
senex,Centurio,Centurio senex,Phyllostomidae,Chiroptera,NA
parvula,Rhogeessa,Rhogeessa parvula,Vespertilionidae,Chiroptera,NA
velifer,Myotis,Myotis velifer,Vespertilionidae,Chiroptera,NA
watsoni,Artibeus,Artibeus watsoni,Phyllostomidae,Chiroptera,NA
regulus,Vespadelus,Vespadelus regulus,Vespertilionidae,Chiroptera,NA
gouldii,Chalinolobus,Chalinolobus gouldii,Vespertilionidae,Chiroptera,NA
morio,Chalinolobus,Chalinolobus morio,Vespertilionidae,Chiroptera,NA
australis,Tadarida,Tadarida australis,Molossidae,Chiroptera,NA
planiceps,Mormopterus,Mormopterus planiceps,Molossidae,Chiroptera,NA
mckenziei,Falsistrellus,Falsistrellus mckenziei,Vespertilionidae,Chiroptera,NA
geoffroyi,Nyctophilus,Nyctophilus geoffroyi,Vespertilionidae,Chiroptera,NA
major,Nyctophilus,Nyctophilus major,Vespertilionidae,Chiroptera,NA
septentrionalis,Myotis,Myotis septentrionalis,Vespertilionidae,Chiroptera,NA
volans,Myotis,Myotis volans,Vespertilionidae,Chiroptera,NA
thysanodes,Myotis,Myotis thysanodes,Vespertilionidae,Chiroptera,NA
californicus,Myotis,Myotis californicus,Vespertilionidae,Chiroptera,NA
yumanensis,Myotis,Myotis yumanensis,Vespertilionidae,Chiroptera,NA
sodalis,Myotis,Myotis sodalis,Vespertilionidae,Chiroptera,NA
commissarisi,Glossophaga,Glossophaga commissarisi,Phyllostomidae,Chiroptera,NA
castanea,Carollia,Carollia castanea,Phyllostomidae,NA,NA
schmidtorum,Micronycteris,Micronycteris schmidtorum,Phyllostomidae,Chiroptera,NA
barbastellus,Barbastella,Barbastella barbastellus,Vespertilionidae,Chiroptera,NA
bechsteinii,Myotis,Myotis bechsteinii,Vespertilionidae,Chiroptera,NA
darlingtoni,Vespadelus,Vespadelus darlingtoni,Vespertilionidae,Chiroptera,NA
flaviventris,Saccolaimus,Saccolaimus flaviventris,Emballonuridae,Chiroptera,NA
vulturnus,Vespadelus,Vespadelus vulturnus,Vespertilionidae,Chiroptera,NA
balstoni,Scotorepens,Scotorepens balstoni,Vespertilionidae,Chiroptera,NA
myotis,Myotis,Myotis myotis,Vespertilionidae,Chiroptera,NA
megaphyllus,Rhinolophus,Rhinolophus megaphyllus,Rhinolophidae,Chiroptera,NA
pumilus,Vespadelus,Vespadelus pumilus,Vespertilionidae,Chiroptera,NA
australis,Miniopterus,Miniopterus australis,Vespertilionidae,Chiroptera,NA
orion,Scotorepens,Scotorepens orion,Vespertilionidae,Chiroptera,NA
norfolkensis,Mormopterus,Mormopterus norfolkensis,Molossidae,Chiroptera,NA
macropus,Myotis,Myotis macropus,Vespertilionidae,Chiroptera,NA
rueppellii,Scoteanax,Scoteanax rueppellii,Vespertilionidae,Chiroptera,NA
troughtoni,Vespadelus,Vespadelus troughtoni,Vespertilionidae,Chiroptera,NA
blossevillii,Lasiurus,Lasiurus blossevillii,Vespertilionidae,Chiroptera,NA
pallidus,Antrozous,Antrozous pallidus,Vespertilionidae,Chiroptera,NA
grisescens,Myotis,Myotis grisescens,Vespertilionidae,Chiroptera,NA
townsendii,Corynorhinus,Corynorhinus townsendii,Vespertilionidae,Chiroptera,NA
ciliolabrum,Myotis,Myotis ciliolabrum,Vespertilionidae,Chiroptera,NA
e,Rhinolophus,Rhinolophus e,Rhinolophidae,Chiroptera,NA
euryale,Rhinolophus,Rhinolophus euryale,Rhinolophidae,Chiroptera,NA
mehelyi,Rhinolophus,Rhinolophus mehelyi,Rhinolophidae,Chiroptera,NA
blasii,Rhinolophus,Rhinolophus blasii,Rhinolophidae,Chiroptera,NA
blythii,Myotis,Myotis blythii,Vespertilionidae,Chiroptera,NA
tuberculata,Mystacina,Mystacina tuberculata,Mystacinidae,Chiroptera,NA
gouldi,Nyctophilus,Nyctophilus gouldi,Vespertilionidae,Chiroptera,NA
leibii,Myotis,Myotis leibii,Vespertilionidae,Chiroptera,NA
subflavus,Pipistrellus,Pipistrellus subflavus,Vespertilionidae,Chiroptera,NA
townsendii,Plecotus,Plecotus townsendii,Vespertilionidae,Chiroptera,NA
nathusii,Pipistrellus,Pipistrellus nathusii,Vespertilionidae,Chiroptera,NA
serotinus,Eptesicus,Eptesicus serotinus,Vespertilionidae,Chiroptera,NA
albus,Diclidurus,Diclidurus albus,Emballonuridae,Chiroptera,NA
kappleri,Peropteryx,Peropteryx kappleri,Emballonuridae,Chiroptera,NA
macrotis,Peropteryx,Peropteryx macrotis,Emballonuridae,Chiroptera,NA
mexicanus,Cynomops,Cynomops mexicanus,Molossidae,Chiroptera,NA
spp.,Eumops,Eumops spp.,Molossidae,Chiroptera,NA
molossus,Molossus,Molossus molossus,Molossidae,Chiroptera,NA
sinaloae,Molossus,Molossus sinaloae,Molossidae,Chiroptera,NA
laticaudatus,Nyctinomops,Nyctinomops laticaudatus,Molossidae,Chiroptera,NA
centralis,Promops,Promops centralis,Molossidae,Chiroptera,NA
furinalis,Eptesicus,Eptesicus furinalis,Vespertilionidae,Chiroptera,NA
ega,Lasiurus,Lasiurus ega,Vespertilionidae,Chiroptera,NA
tumida,Rhogeessa,Rhogeessa tumida,Vespertilionidae,Chiroptera,NA
blumenbachii,Crax,Crax blumenbachii,Cracidae,Galliformes,Aves
rostrata,anguilla,anguilla rostrata,Anguillidae,Anguilliformes,Actinopterygii
laxus,Trollius,Trollius laxus,Ranunculaceae,Ranunculales,Magnoliopsida
noctiluca,Lampyris,Lampyris noctiluca,Lampyridae,Coleoptera,Insecta
pileatus,Hylobates,Hylobates pileatus,Hylobatidae,Primates,Mammalia
otites,Silene,Silene otites,Caryophyllaceae,Caryophyllales,Magnoliopsida
sisalana,Agave,Agave sisalana,Agavaceae,Asparagales,Liliopsida
fuscatus,Onychoprion,Onychoprion fuscatus,Laridae,Charadriiformes,Aves
edulis,Ostrea,Ostrea edulis,Ostreidae,Ostreoida,Bivalvia
catesbeiana,Lithobates,Lithobates catesbeiana,Ranidae,Anura,Amphibia
americanus,Lysichiton,Lysichiton americanus,Araceae,Alismatales,Liliopsida
melanostomus,Neogobius,Neogobius melanostomus,Gobiinae,Gobiiformes,Actinopterygii
ischnus,Echinogammarus,Echinogammarus ischnus,Gammaridae,Amphipoda,Malacostraca
scripta,Trachemys,Trachemys scripta,Emydidae,Testudines,Reptilia
fluminea,Corbicula,Corbicula fluminea,Corbiculidae,Veneroida,Bivalvia
fluminalis,Corbicula,Corbicula fluminalis,Corbiculidae,Veneroida,Bivalvia
peploides,Ludwigia,Ludwigia peploides,Onagraceae,Myrtales,NA
peruviana,Ludwigia,Ludwigia peruviana,Onagraceae,Myrtales,NA
melanostoma,Apollonia,Apollonia melanostoma,NA,NA,NA
flavescens,Perca,Perca flavescens,Percidae,Perciformes,Actinopterygii
nigromaculatus,Promoxis,Promoxis nigromaculatus,NA,NA,NA
caeruleum,Etheostoma,Etheostoma caeruleum,Percidae,Perciformes,Actinopterygii
faciatus,Gammarus,Gammarus faciatus,NA,NA,NA
ludoviciana,Lysathia,Lysathia ludoviciana,Chrysomelidae,Coleoptera,Insecta
grandiflora,Ludwigia,Ludwigia grandiflora,Onagraceae,Myrtales,NA
villosus,Dikerogammarus,Dikerogammarus villosus,Gammaridae,Amphipoda,Malacostraca
robustoides,Pontogammarus,Pontogammarus robustoides,Pontogammaridae,Amphipoda,Malacostraca
haemobaphes,Dikerogammarus,Dikerogammarus haemobaphes,Gammaridae,Amphipoda,Malacostraca
elongatus,Listronotus,Listronotus elongatus,NA,NA,NA
quadrata,Paracles,Paracles quadrata,NA,NA,NA
prostrata,Ludwigia,Ludwigia prostrata,Onagraceae,Myrtales,NA
cyanea,Altica,Altica cyanea,Chrysomelidae,Coleoptera,Insecta
indica,Rotala,Rotala indica,Lythraceae,Myrtales,Magnoliopsida
melanura,Anthornis,Anthornis melanura,Meliphagidae,Passeriformes,Aves
novaeseelandiae,Prosthemadera,Prosthemadera novaeseelandiae,Meliphagidae,Passeriformes,Aves
novaeseelandiae,Hemiphaga,Hemiphaga novaeseelandiae,Columbidae,Columbiformes,Aves
cooki,Eleutherodactylus,Eleutherodactylus cooki,NA,NA,NA
areolatus,Lithobates,Lithobates areolatus,NA,NA,NA
carnifex,Triturus,Triturus carnifex,Poaceae,Poales,Liliopsida
vulgaris,Lissotriton,Lissotriton vulgaris,Salamandridae,Caudata,Amphibia
intermedia,Hyla,Hyla intermedia,Hylidae,Anura,Amphibia
balearicus,Bufotes,Bufotes balearicus,Bufonidae,Anura,Amphibia
hemilasius,Buteo,Buteo hemilasius,Buteo,Accipitriformes,Aves
cherrug,Falco,Falco cherrug,Falconidae,Falconiformes,Aves
duncanensis,Microlophus,Microlophus duncanensis,NA,NA,NA
altissima,Ailanthus,Ailanthus altissima,Simaroubaceae,Sapindales,Magnoliopsida
arabica,Coffea,Coffea arabica,Rubiaceae,Gentianales,Magnoliopsida
gomphocephala,Eucalyptus,Eucalyptus gomphocephala,Myrtaceae,Myrtales,NA
decipiens,Eucalyptus,Eucalyptus decipiens,Myrtaceae,Myrtales,NA
aria,Sorbus,Sorbus aria,Rosaceae,Rosales,Magnoliopsida
opalus,Acer,Acer opalus,Sapindaceae,Sapindales,Magnoliopsida
melanophrys,Manorina,Manorina melanophrys,NA,NA,NA
radiata,Eucalyptus,Eucalyptus radiata,Myrtaceae,Myrtales,NA
aronia,Crataegus,Crataegus aronia,NA,NA,NA
palaestina,Pistacia,Pistacia palaestina,NA,NA,NA
boissieri,Quercus,Quercus boissieri,Fagaceae,Fagales,NA
spp.,Quercus,Quercus spp.,Fagaceae,Fagales,NA
spp.,Erythrobalanus,Erythrobalanus spp.,NA,NA,NA
spp.,Leucobalans,Leucobalans spp.,NA,NA,NA
occidentalis,Juniperus,Juniperus occidentalis,Cupressaceae,Pinales,Pinopsida
spp.,Juniperus,Juniperus spp.,Cupressaceae,Pinales,Pinopsida
dombeyi,Nothofagus,Nothofagus dombeyi,Nothofagaceae,Fagales,Magnoliopsida
chilensis,Austrocedrus,Austrocedrus chilensis,Austrocedrus chilensis,Austrocedrus,Cupressaceae
glaucae,Picea,Picea glaucae,Pinaceae,Pinales,Pinopsida
velutina,Quercus,Quercus velutina,Fagaceae,Fagales,NA
montana,Quercus,Quercus montana,Fagaceae,Fagales,NA
microphylla,Yushania,Yushania microphylla,NA,NA,NA
dumosa,Tsuga,Tsuga dumosa,Tsuga dumosa,Tsuga,Pinaceae
spinulosa,Picea,Picea spinulosa,Pinaceae,Pinales,Pinopsida
ithaburensis,Quercus,Quercus ithaburensis,Fagaceae,Fagales,NA
spp.,Populus,Populus spp.,Saliaceae,Malphigiales,Magnoliopsida
spp.,Salix,Salix spp.,Salicaceae,Malpighiales,Magnoliopsida
trichocarpa,Populus,Populus trichocarpa,Saliaceae,Malphigiales,Magnoliopsida
colubrina,Anadenanthera,Anadenanthera colubrina,Fabaceae,Fabales,Magnoliopsida
impetiginosa,Tabebuia,Tabebuia impetiginosa,Bignoniaceae,Lamiales,Magnoliopsida
Copaifera,Geranium,Geranium Copaifera,NA,NA,NA
fissilis,Copaifera,Copaifera fissilis,NA,NA,NA
microchaete,Centrolobium,Centrolobium microchaete,Fabaceae,Fabales,Magnoliopsida
rigidum,Aspidosperma,Aspidosperma rigidum,Apocynaceae,Gentianales,Magnoliopsida
cearensis,Aspidosperma,Aspidosperma cearensis,NA,NA,NA
multiflorum,Calycophyllum,Calycophyllum multiflorum,Rubiaceae,Gentianales,Magnoliopsida
scleroxylon,Machaerium,Machaerium scleroxylon,NA,NA,NA
guatemalensis,Vochysia,Vochysia guatemalensis,Vochysiaceae,Myrtales,Magnoliopsida
edulis,Inga,Inga edulis,Fabaceae,Fabales,Magnoliopsida
engelmanni,Picea,Picea engelmanni,Pinaceae,Pinales,Pinopsida
microcorys,Eucalyptus,Eucalyptus microcorys,Myrtaceae,Myrtales,NA
resinifera,Eucalyptus,Eucalyptus resinifera,Myrtaceae,Myrtales,NA
glomulifera,Syncarpia,Syncarpia glomulifera,Myrtaceae,Myrtales,Magnoliopsida
confertus,Lophostemon,Lophostemon confertus,Myrtaceae,Myrtales,Magnoliopsida
purpurea,Peltogyne,Peltogyne purpurea,NA,NA,NA
costaricense,Caryocar,Caryocar costaricense,NA,NA,NA
non-scripta,Hyacinthoides,Hyacinthoides non-scripta,Asparagaceae,Asparagales,Liliopsida
lambertiana,Pinus,Pinus lambertiana,Pinaceae,Pinales,Pinopsida
