Scientific name,Common name,Coverage,URL
"Tamarix canariensis","Canary Island tamarisk",Full,https://www.cabi.org/isc/datasheet/52486/aqb
"Tamarix chinensis","five-stamen tamarisk",Full,https://www.cabi.org/isc/datasheet/52487/aqb
"Tamarix gallica","French tamarisk",Full,https://www.cabi.org/isc/datasheet/52492/aqb
"Tamarix parviflora","small-flower tamarisk",Full,https://www.cabi.org/isc/datasheet/52499/aqb
"Tamarix ramosissima","saltcedar",Full,https://www.cabi.org/isc/datasheet/52503/aqb
"Tamias sibiricus","Siberian chipmunk",Full,https://www.cabi.org/isc/datasheet/62788/aqb
"Tanacetum vulgare","tansy",Full,https://www.cabi.org/isc/datasheet/13366/aqb
"Tapinoma melanocephalum","ghost ant",Full,https://www.cabi.org/isc/datasheet/54310/aqb
"Tapinoma minutum",,,https://www.cabi.org/isc/datasheet/121450/aqb
"Taraxacum officinale complex","dandelion",Full,https://www.cabi.org/isc/datasheet/52773/aqb
"Taura syndrome",,Full,https://www.cabi.org/isc/datasheet/61796/aqb
"Taura syndrome virus",,Full,https://www.cabi.org/isc/datasheet/61800/aqb
"Taylorella equigenitalis",,Full,https://www.cabi.org/isc/datasheet/61809/aqb
"Tecia solanivora","potato tuber moth",Full,https://www.cabi.org/isc/datasheet/52956/aqb
"Tecoma stans","yellow bells",Full,https://www.cabi.org/isc/datasheet/52951/aqb
"Teia anartoides","painted apple moth",Full,https://www.cabi.org/isc/datasheet/107741/aqb
"Tephrosia candida","white tephrosia",Full,https://www.cabi.org/isc/datasheet/53243/aqb
"Terminalia catappa","Singapore almond",Full,https://www.cabi.org/isc/datasheet/53143/aqb
"Tetragonia tetragonioides","New Zealand spinach",Full,https://www.cabi.org/isc/datasheet/52942/aqb
"Tetranychus urticae","two-spotted spider mite",Full,https://www.cabi.org/isc/datasheet/53366/aqb
"Tetropium castaneum","black spruce beetle",Full,https://www.cabi.org/isc/datasheet/55300/aqb
"Tetropium fuscum","brown spruce longhorn beetle",Full,https://www.cabi.org/isc/datasheet/55301/aqb
"Thaumastocoris peregrinus","bronze bug",Full,https://www.cabi.org/isc/datasheet/109741/aqb
"Thaumatotibia leucotreta","false codling moth",Full,https://www.cabi.org/isc/datasheet/6904/aqb
"Thaumetopoea pityocampa","pine processionary",Full,https://www.cabi.org/isc/datasheet/53501/aqb
"Thaumetopoea processionea","oak processionary moth",Full,https://www.cabi.org/isc/datasheet/53502/aqb
"Theba pisana","white garden snail",Full,https://www.cabi.org/isc/datasheet/62094/aqb
"Thecaphora solani","potato smut",Full,https://www.cabi.org/isc/datasheet/53508/aqb
"Thecodiplosis japonensis","pine needle gall midge",Full,https://www.cabi.org/isc/datasheet/53511/aqb
"Theileria",,Full,https://www.cabi.org/isc/datasheet/96673/aqb
"Theileria annulata",,Full,https://www.cabi.org/isc/datasheet/62106/aqb
"Theileria annulata infections",,Full,https://www.cabi.org/isc/datasheet/62107/aqb
"Theileria orientalis/Theileria buffeli group",,Full,https://www.cabi.org/isc/datasheet/62108/aqb
"Theileria orientalis/Theileria buffeli infections",,Full,https://www.cabi.org/isc/datasheet/62105/aqb
"Theileria parva",,Full,https://www.cabi.org/isc/datasheet/62104/aqb
"Theileria parva infections",,Full,https://www.cabi.org/isc/datasheet/62109/aqb
"theileriosis",,Full,https://www.cabi.org/isc/datasheet/62111/aqb
"Thekopsora areolata","cherry spruce rust",Full,https://www.cabi.org/isc/datasheet/45892/aqb
"Themeda arguens","Christmas grass",Full,https://www.cabi.org/isc/datasheet/120419/aqb
"Thespesia populnea","portia tree",Full,https://www.cabi.org/isc/datasheet/53592/aqb
"Thlaspi arvense","field pennycress",Full,https://www.cabi.org/isc/datasheet/27595/aqb
"Threskiornis aethiopicus","sacred ibis",Full,https://www.cabi.org/isc/datasheet/62201/aqb
"Thrips imaginis","plague thrips",Full,https://www.cabi.org/isc/datasheet/53736/aqb
"Thrips palmi","melon thrips",Full,https://www.cabi.org/isc/datasheet/53745/aqb
"Thunbergia alata","black eyed Susan",Full,https://www.cabi.org/isc/datasheet/53646/aqb
"Thunbergia fragrans","whitelady",Full,https://www.cabi.org/isc/datasheet/119843/aqb
"Thunbergia grandiflora","Bengal trumpet",Full,https://www.cabi.org/isc/datasheet/117524/aqb
"Tibouchina herbacea","cane tibouchina",Full,https://www.cabi.org/isc/datasheet/117534/aqb
"Tibouchina urvilleana","princessflower",Full,https://www.cabi.org/isc/datasheet/53848/aqb
"Tilapia mariae","spotted tilapia",Full,https://www.cabi.org/isc/datasheet/109161/aqb
"Tilapia zillii","redbelly tilapia",Full,https://www.cabi.org/isc/datasheet/61147/aqb
"Tilletia controversa","dwarf bunt of wheat",Full,https://www.cabi.org/isc/datasheet/53924/aqb
"Tilletia indica","Karnal bunt of wheat",Full,https://www.cabi.org/isc/datasheet/36168/aqb
"Tinca tinca","tench",Full,https://www.cabi.org/isc/datasheet/61160/aqb
"Tipula paludosa","European crane fly",Full,https://www.cabi.org/isc/datasheet/54013/aqb
"Tithonia diversifolia","Tithonia",Full,https://www.cabi.org/isc/datasheet/54020/aqb
"Tomato yellow leaf curl virus","leaf curl",Full,https://www.cabi.org/isc/datasheet/55402/aqb
"Tomicus piniperda","common pine shoot beetle",Full,https://www.cabi.org/isc/datasheet/54154/aqb
"Toona ciliata","toon",Full,https://www.cabi.org/isc/datasheet/54175/aqb
"Toxoplasma gondii",,Full,https://www.cabi.org/isc/datasheet/61379/aqb
"toxoplasmosis",,Full,https://www.cabi.org/isc/datasheet/96496/aqb
"Toxoptera citricida","black citrus aphid",Full,https://www.cabi.org/isc/datasheet/54271/aqb
"Trachemys scripta elegans",,,https://www.cabi.org/isc/datasheet/61560/aqb
"Tradescantia fluminensis","wandering Jew",Full,https://www.cabi.org/isc/datasheet/54389/aqb
"Tradescantia pallida","purple queen",Full,https://www.cabi.org/isc/datasheet/117574/aqb
"Tradescantia spathacea","boat lily",Full,https://www.cabi.org/isc/datasheet/119453/aqb
"Tradescantia zebrina","wandering jew",Full,https://www.cabi.org/isc/datasheet/110354/aqb
"transmissible gastroenteritis and porcine respiratory coronovirus infection",,Full,https://www.cabi.org/isc/datasheet/61587/aqb
"transmissible gastroenteritis virus",,Full,https://www.cabi.org/isc/datasheet/61581/aqb
"Trapa natans","waterchestnut",Full,https://www.cabi.org/isc/datasheet/55040/aqb
"Tremex fuscicornis","Tremex wasp",Full,https://www.cabi.org/isc/datasheet/54516/aqb
"Trialeurodes ricini","castor bean whitefly",Full,https://www.cabi.org/isc/datasheet/54659/aqb
"Trialeurodes vaporariorum","whitefly, greenhouse",Full,https://www.cabi.org/isc/datasheet/54660/aqb
"Tribulus cistoides","false puncture vine",Full,https://www.cabi.org/isc/datasheet/54446/aqb
"Tribulus terrestris","puncture vine",Full,https://www.cabi.org/isc/datasheet/54447/aqb
"Tricellaria inopinata",,Full,https://www.cabi.org/isc/datasheet/109093/aqb
"Trichinella",,Full,https://www.cabi.org/isc/datasheet/96878/aqb
"Trichoconiella padwickii","stackburn disease",Full,https://www.cabi.org/isc/datasheet/4519/aqb
"Trichosurus vulpecula","brushtail possum",Full,https://www.cabi.org/isc/datasheet/61405/aqb
"Tridax procumbens","coat buttons",Full,https://www.cabi.org/isc/datasheet/55072/aqb
"Trifolium angustifolium","narrow-leaf clover",Full,https://www.cabi.org/isc/datasheet/117604/aqb
"Trifolium hybridum","alsike clover",Full,https://www.cabi.org/isc/datasheet/60635/aqb
"Trioceros jacksonii","Jackson’s chameleon",Full,https://www.cabi.org/isc/datasheet/120726/aqb
"Trioza erytreae","African citrus psyllid",Full,https://www.cabi.org/isc/datasheet/54914/aqb
"Triphasia trifolia","limeberry",Full,https://www.cabi.org/isc/datasheet/108011/aqb
"Trisetacus juniperinus","juniper gall mite",Full,https://www.cabi.org/isc/datasheet/55106/aqb
"Tritrichomonas foetus",,Full,https://www.cabi.org/isc/datasheet/60673/aqb
"Triumfetta semitriloba","burweed",Full,https://www.cabi.org/isc/datasheet/54905/aqb
"Trogoderma granarium","khapra beetle",Full,https://www.cabi.org/isc/datasheet/55010/aqb
"Tropilaelaps",,Full,https://www.cabi.org/isc/datasheet/55051/aqb
"Tropilaelaps infestation of honey bees",,Full,https://www.cabi.org/isc/datasheet/109538/aqb
"Trypanosoma",,Full,https://www.cabi.org/isc/datasheet/96918/aqb
"Trypanosoma equiperdum",,Full,https://www.cabi.org/isc/datasheet/60800/aqb
"Trypanosoma evansi",,Full,https://www.cabi.org/isc/datasheet/60783/aqb
"trypanosomosis",,Full,https://www.cabi.org/isc/datasheet/60779/aqb
"trypanosomosis in marine fish",,Full,https://www.cabi.org/isc/datasheet/60776/aqb
"Tubastraea coccinea","orange-cup coral",Full,https://www.cabi.org/isc/datasheet/109218/aqb
"tuberculosis",,Full,https://www.cabi.org/isc/datasheet/60867/aqb
"tularaemia",,Full,https://www.cabi.org/isc/datasheet/60870/aqb
"turkey rhinotracheitis",,Full,https://www.cabi.org/isc/datasheet/60956/aqb
"Turnera ulmifolia","West Indian holly",Full,https://www.cabi.org/isc/datasheet/55353/aqb
"Tuta absoluta","tomato leafminer",Full,https://www.cabi.org/isc/datasheet/49260/aqb
"Tylenchulus semipenetrans","citrus root nematode",Full,https://www.cabi.org/isc/datasheet/61059/aqb
"Typha angustifolia","lesser bulrush",Full,https://www.cabi.org/isc/datasheet/54294/aqb
"Typha domingensis","southern cattail",Full,https://www.cabi.org/isc/datasheet/54296/aqb
"Typha latifolia","broadleaf cattail",Full,https://www.cabi.org/isc/datasheet/54297/aqb
"Typha x glauca","hybrid cattail",Full,https://www.cabi.org/isc/datasheet/107745/aqb
"Tyto alba","Barn owl",Full,https://www.cabi.org/isc/datasheet/55507/aqb
"Ulex europaeus","gorse",Full,https://www.cabi.org/isc/datasheet/55561/aqb
"Ulva ohnoi",,Full,https://www.cabi.org/isc/datasheet/109162/aqb
"Ulva pertusa",,Full,https://www.cabi.org/isc/datasheet/108335/aqb
"Ulva reticulata","ribbon sea lettuce",Full,https://www.cabi.org/isc/datasheet/117717/aqb
"Umbra pygmaea","eastern mudminnow",Full,https://www.cabi.org/isc/datasheet/59964/aqb
"Unaspis citri","citrus snow scale",Full,https://www.cabi.org/isc/datasheet/55685/aqb
"Undaria pinnatifida","Asian kelp",Full,https://www.cabi.org/isc/datasheet/59979/aqb
"Uraba lugens","eucalypt leaf skeletonizer",Full,https://www.cabi.org/isc/datasheet/55727/aqb
"Urena lobata","caesar weed",Full,https://www.cabi.org/isc/datasheet/55771/aqb
"Urena sinuata","bur mallow",Full,https://www.cabi.org/isc/datasheet/119268/aqb
"Urochloa decumbens","signal grass",Full,https://www.cabi.org/isc/datasheet/9665/aqb
"Urochloa distachya","signal grass",Full,https://www.cabi.org/isc/datasheet/9664/aqb
"Urochloa mutica","para grass",Full,https://www.cabi.org/isc/datasheet/9667/aqb
"Urochloa panicoides","liverseed grass",Full,https://www.cabi.org/isc/datasheet/55773/aqb
"Urochloa platyphylla","broadleaf signalgrass",Full,https://www.cabi.org/isc/datasheet/9669/aqb
"Urocystis agropyri","flag smut of wheat",Full,https://www.cabi.org/isc/datasheet/55784/aqb
"Urosalpinx cinerea","American oyster drill",Full,https://www.cabi.org/isc/datasheet/60187/aqb
"Urtica dioica","stinging nettle",Full,https://www.cabi.org/isc/datasheet/55911/aqb
"Urtica urens","annual nettle",Full,https://www.cabi.org/isc/datasheet/55913/aqb
"Utricularia gibba",,Full,https://www.cabi.org/isc/datasheet/117747/aqb
"Vallisneria spiralis","eelweed",Full,https://www.cabi.org/isc/datasheet/56573/aqb
"Varanus indicus","ambon lizard",Full,https://www.cabi.org/isc/datasheet/60303/aqb
"Varanus niloticus","Nile monitor",Full,https://www.cabi.org/isc/datasheet/60306/aqb
"Varroa destructor","Varroa mite",Full,https://www.cabi.org/isc/datasheet/107784/aqb
"varroosis of honey bees",,Full,https://www.cabi.org/isc/datasheet/109539/aqb
"Venezuelan equine encephalitis",,Full,https://www.cabi.org/isc/datasheet/60334/aqb
"Venezuelan equine encephalitis virus",,Full,https://www.cabi.org/isc/datasheet/96519/aqb
"Ventenata dubia","North Africa grass",Full,https://www.cabi.org/isc/datasheet/117772/aqb
"Verbascum thapsus","common mullein",Full,https://www.cabi.org/isc/datasheet/56652/aqb
"Verbena litoralis","blue vervain",Full,https://www.cabi.org/isc/datasheet/117794/aqb
"Verbena rigida","stiff verbena",Full,https://www.cabi.org/isc/datasheet/117796/aqb
"Verbesina encelioides","golden crownbeard",Full,https://www.cabi.org/isc/datasheet/20396/aqb
"Vernicia fordii","tung-oil tree",Full,https://www.cabi.org/isc/datasheet/4122/aqb
"Veronicella cubensis","Cuban slug",Full,https://www.cabi.org/isc/datasheet/120400/aqb
"vesicular stomatitis",,Full,https://www.cabi.org/isc/datasheet/60390/aqb
"vesicular stomatitis virus",,Full,https://www.cabi.org/isc/datasheet/60393/aqb
"Vespa velutina",,,https://www.cabi.org/isc/datasheet/109164/aqb
"Vespula germanica","German wasp",Full,https://www.cabi.org/isc/datasheet/56667/aqb
"Vespula pensylvanica","western yellowjacket",Full,https://www.cabi.org/isc/datasheet/56670/aqb
"Vespula vulgaris","wasp, common",Full,https://www.cabi.org/isc/datasheet/56675/aqb
"Vicia villosa","hairy vetch",Full,https://www.cabi.org/isc/datasheet/56371/aqb
"Vigna marina","beach bean",Full,https://www.cabi.org/isc/datasheet/121982/aqb
"Viguiera dentata","sunflower goldeneye",Full,https://www.cabi.org/isc/datasheet/120420/aqb
"Vincetoxicum nigrum","black swallow-wort",Full,https://www.cabi.org/isc/datasheet/55103/aqb
"Vincetoxicum rossicum","European swallow-wort",Full,https://www.cabi.org/isc/datasheet/55104/aqb
"viral haemorrhagic septicaemia",,Full,https://www.cabi.org/isc/datasheet/66346/aqb
"viral hemorrhagic septicaemia virus",,Full,https://www.cabi.org/isc/datasheet/66348/aqb
"visna/maedi",,Full,https://www.cabi.org/isc/datasheet/59453/aqb
"visna/maedi virus",,Full,https://www.cabi.org/isc/datasheet/59452/aqb
"Viteus vitifoliae","grapevine phylloxera",Full,https://www.cabi.org/isc/datasheet/56511/aqb
"Vitex rotundifolia","beach vitex",Full,https://www.cabi.org/isc/datasheet/56553/aqb
"Vulpes vulpes","red fox",Full,https://www.cabi.org/isc/datasheet/59487/aqb
"Vulpia bromoides","squirreltail fescue",Full,https://www.cabi.org/isc/datasheet/117873/aqb
"Vulpia myuros","annual fescue",Full,https://www.cabi.org/isc/datasheet/117880/aqb
"Wasmannia auropunctata","little fire ant",Full,https://www.cabi.org/isc/datasheet/56704/aqb
"West Nile fever",,,https://www.cabi.org/isc/datasheet/59557/aqb
"West Nile virus",,Full,https://www.cabi.org/isc/datasheet/59558/aqb
"Wheat streak mosaic virus","wheat streak",Full,https://www.cabi.org/isc/datasheet/56858/aqb
"whirling disease",,Full,https://www.cabi.org/isc/datasheet/59563/aqb
"white spot disease",,Full,https://www.cabi.org/isc/datasheet/59574/aqb
"White spot syndrome virus",,Full,https://www.cabi.org/isc/datasheet/66287/aqb
"white tail disease",,Full,https://www.cabi.org/isc/datasheet/121698/aqb
"white-nose syndrome","white-nose syndrome",Full,https://www.cabi.org/isc/datasheet/119005/aqb
"Wisteria sinensis","Chinese wisteria",Full,https://www.cabi.org/isc/datasheet/56852/aqb
"Xanthium spinosum","bathurst burr",Full,https://www.cabi.org/isc/datasheet/56863/aqb
"Xanthium strumarium","common cocklebur",Full,https://www.cabi.org/isc/datasheet/56864/aqb
"Xanthomonas axonopodis pv. manihotis","cassava bacterial blight",Full,https://www.cabi.org/isc/datasheet/56952/aqb
"Xanthomonas axonopodis pv. phaseoli","bean blight",Full,https://www.cabi.org/isc/datasheet/56962/aqb
"Xanthomonas campestris pv. musacearum","banana xanthomonas wilt (BXW)",Full,https://www.cabi.org/isc/datasheet/56917/aqb
"Xanthomonas citri",,,https://www.cabi.org/isc/datasheet/56921/aqb
"Xanthomonas fragariae","angular leaf spot",Full,https://www.cabi.org/isc/datasheet/56934/aqb
"Xanthomonas oryzae pv. oryzicola","bacterial leaf streak of rice",Full,https://www.cabi.org/isc/datasheet/56977/aqb
"Xanthosoma sagittifolium","elephant ear",Full,https://www.cabi.org/isc/datasheet/56989/aqb
"Xenohaliotis californiensis",,Full,https://www.cabi.org/isc/datasheet/90287/aqb
"Xenohaliotis californiensis infection",,Full,https://www.cabi.org/isc/datasheet/109549/aqb
"Xenopus laevis","African clawed frog",Full,https://www.cabi.org/isc/datasheet/59708/aqb
"Xiphinema diversicaudatum","dagger nematode",Full,https://www.cabi.org/isc/datasheet/57028/aqb
"Xiphinema index","fan-leaf virus nematode",Full,https://www.cabi.org/isc/datasheet/57032/aqb
"Xiphophorus hellerii",,Full,https://www.cabi.org/isc/datasheet/59751/aqb
"Xiphophorus maculatus","southern platyfish",Full,https://www.cabi.org/isc/datasheet/59752/aqb
"Xyleborinus saxesenii","fruit-tree pinhole borer",Full,https://www.cabi.org/isc/datasheet/57038/aqb
"Xyleborus dispar","pear blight beetle",Full,https://www.cabi.org/isc/datasheet/57157/aqb
"Xyleborus perforans","island pinhole borer",Full,https://www.cabi.org/isc/datasheet/57169/aqb
"Xyleborus similis",,Full,https://www.cabi.org/isc/datasheet/57175/aqb
"Xyleborus volvulus",,Full,https://www.cabi.org/isc/datasheet/57177/aqb
"Xylella fastidiosa","Pierce's disease of grapevines",Full,https://www.cabi.org/isc/datasheet/57195/aqb
"Xylosandrus ater",,Full,https://www.cabi.org/isc/datasheet/57233/aqb
"Xylosandrus compactus","shot-hole borer",Full,https://www.cabi.org/isc/datasheet/57234/aqb
"Xylosandrus crassiusculus","Asian ambrosia beetle",Full,https://www.cabi.org/isc/datasheet/57235/aqb
"Xylosandrus discolor",,Full,https://www.cabi.org/isc/datasheet/57236/aqb
"Xylosandrus germanus","black timber bark beetle",Full,https://www.cabi.org/isc/datasheet/57237/aqb
"Xylosandrus morigerus","brown twig beetle",Full,https://www.cabi.org/isc/datasheet/57238/aqb
"Xylosandrus mutilatus","camphor shoot beetle",Full,https://www.cabi.org/isc/datasheet/57239/aqb
"Xyris complanata","yellow-eyed grass",Full,https://www.cabi.org/isc/datasheet/121172/aqb
"yellow head disease",,Full,https://www.cabi.org/isc/datasheet/59802/aqb
"yellow head virus",,Full,https://www.cabi.org/isc/datasheet/96537/aqb
"Zachrysia provisoria","Cuban brown snail",Full,https://www.cabi.org/isc/datasheet/120728/aqb
"Zelkova serrata","Japanese selkova",Full,https://www.cabi.org/isc/datasheet/57427/aqb
"Zeuzera coffeae","coffee carpenter",Full,https://www.cabi.org/isc/datasheet/57492/aqb
"Zeuzera pyrina","moth, wood leopard",Full,https://www.cabi.org/isc/datasheet/57497/aqb
